title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__,is_hit,file_name,total_plays,spotify_streams
Cảm Ơn,Will,Minh Tốc & Lam,zingmp3,0.0,2025-11-14,"v-pop, vietnam indie, vietnamese lo-fi",0djfbUERjJZby22gTdDhxL,camon||will,"('cảm ơn', 'will', 'lam, minh, tốc')",0.0,Cảm Ơn - Will.mp3,61000.0,2959.0
TỪNG,EM XINH SAY HI,"Lyly, Lâm Bảo Ngọc, Liu Grace, Han Sara, DANMY",zingmp3,55.0,2025-06-09,v-pop,4qaIt8XGSKAJND4OXd4hPe,tung||emxinhsayhi,"('từng', 'em, hi, say, xinh', 'bảo, danmy, grace, han, liu, lyly, lâm, ngọc, sara')",0.0,TỪNG.mp3,3500000.0,4853161.0
Đã Đến Lúc,Duongg,,bsides_non_hit,15.0,2025-10-24,"vietnamese lo-fi, v-pop, vietnam indie",5d0rwEzBFfotSbvBpHIQC7,dadenluc||duongg,"('đã đến lúc', 'duongg', 'nan')",0.0,Đã Đến Lúc.mp3,2000.0,6174.0
Delulu,Mỹ Mỹ,,zingmp3,38.0,2025-10-16,"v-pop, vietnamese hip hop",0gPsO9U6gEMlZuwJUtFART,delulu||mymy,"('delulu', 'mỹ', 'nan')",0.0,Delulu.mp3,32500.0,86916.0
buông?,Minh Đinh,,bsides_non_hit,13.0,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",2HdqYXq0yAPsP7FfN9Vxy5,buong||minhdinh,"('buông?', 'minh, đinh', 'nan')",0.0,buông - minh đinh.mp3,361000.0,22673.0
SỐNG là phải ĐỘNG,RHYDER,,bsides_non_hit,38.0,2025-01-05,"v-pop, vietnamese hip hop",513lpsKxZL6fFMIhJdxVOj,songlaphaidong||rhyder,"('sống là phải động', 'rhyder', 'nan')",0.0,SỐNG là phải ĐỘNG.mp3,67000.0,565491.0
cơ hội cuối,an vũ,,zingmp3,52.0,2025-04-25,"v-pop, vinahouse, vietnamese lo-fi",2UntIOBeaSlLJrZbc3bdmD,cohoicuoi||anvu,"('cơ hội cuối', 'an, vũ', 'nan')",0.0,cơ hội cuối.mp3,13100000.0,3028228.0
Qua Vài Câu Chuyện Tình,GiGi Hương Giang,,zingmp3,3.0,2025-10-29,"v-pop, vietnam indie",66vFmdkQQt7N078gowFxwf,quavaicauchuyentinh||gigihuonggiang,"('qua vài câu chuyện tình', 'giang, gigi, hương', 'nan')",0.0,Qua Vài Câu Chuyện Tình.mp3,31000.0,4849.0
Ngày Ta Có Nhau,Lyly,,bsides_non_hit,28.0,2025-09-15,"v-pop, vietnamese hip hop, vietnam indie",42lJaUs0Nd2C1f2PUMQ9GZ,ngaytaconhau||lyly,"('ngày ta có nhau', 'lyly', 'nan')",0.0,Ngày Ta Có Nhau.mp3,106000.0,54093.0
Vạn Lần Không Phải Anh,Thành Đạt,,zingmp3,0.0,2025-11-20,"vinahouse, v-pop",1xuMWykpOZn12ieodCD9NH,vanlankhongphaianh||thanhdat,"('vạn lần không phải anh', 'thành, đạt', 'nan')",0.0,Vạn Lần Không Phải Anh.mp3,131000.0,7816.0
Tin Nhắn Sau Cùng,Juky San,,bsides_non_hit,36.0,2024-12-14,"v-pop, vietnamese hip hop, vietnam indie",4P05WuzPnCN2vqH50RyrLt,tinnhansaucung||jukysan,"('tin nhắn sau cùng', 'juky, san', 'nan')",0.0,Tin Nhắn Sau Cùng.mp3,137000.0,190145.0
KHÓC CÙNG EM,Tân Binh Toàn Năng,"Long Hoàng, Đức Duy & Phúc Nguyên","apple, zingmp3",27.0,2025-11-15,v-pop,3EjzTDgZWCp7lrpLP3QXD3,khoccungem||tanbinhtoannang,"('khóc cùng em', 'binh, năng, toàn, tân', 'duy, hoàng, long, nguyên, phúc, đức')",0.0,KHÓC CÙNG EM.mp3,132000.0,347371.0
Nụ Cười Khỏe (feat. Dương Hoàng Yến),Rhymastic,,bsides_non_hit,11.0,2024-12-30,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3Ba9L70hptbRMCNxQBsGPk,nucuoikhoe||rhymastic,"('nụ cười khỏe', 'rhymastic', 'dương, hoàng, nan, yến')",0.0,Nụ Cười Khỏe (feat. Dương Hoàng Yến).mp3,33.0,21642.0
tình nhân ơi,orange,binz,apple,46.0,2019-01-07,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",7KNVYQdx7arRoeEJi9C9IR,tinhnhanoi||orange,"('tình nhân ơi', 'orange', 'binz')",0.0,tình nhân ơi.mp3,23000000.0,10407317.0
Máy Bay Giấy,(S)TRONG,,zingmp3,37.0,2025-09-24,"v-pop, vietnam indie",09ycwhJy7IEi35ZiJpcwit,maybaygiay||strong,"('máy bay giấy', 's, trong', 'nan')",0.0,Máy Bay Giấy.mp3,297000.0,112641.0
2am,justatee,bigdaddy,spotify,64.0,2022-05-10,"v-pop, vietnamese hip hop",3DLtPObflLQBodZN8qGODT,2am||justatee,"('2am', 'justatee', 'bigdaddy')",1.0,2am.mp3,74800000.0,41252759.0
Hết Thương Cạn Nhớ,Đức Phúc,,"new_hits_scraped, new_hits_scraped_old",55.0,2019-09-29,"v-pop, vietnam indie, vinahouse",3rtMytBKFkyD0HygMUl727,hetthuongcannho||ducphuc,"('hết thương cạn nhớ', 'phúc, đức', 'nan')",1.0,Hết Thương Cạn Nhớ.mp3,319700000.0,8490795.0
GENIE,JSOL,,bsides_non_hit,36.0,2025-09-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie",4T2A4Xgs5ADRi0Ru0GjP9b,genie||jsol,"('genie', 'jsol', 'nan')",0.0,GENIE.mp3,25000.0,142085.0
Đếm Cừu,Han Sara,,new_hits_scraped,50.0,2019-08-11,"v-pop, vietnamese hip hop",65ngTiw0XMivSlUSyNhlno,demcuu||hansara,"('đếm cừu', 'han, sara', 'nan')",1.0,Đếm Cừu.mp3,0.0,3382628.0
Em chỉ nhìn thấy anh,TRANG,Khoa Vũ,zingmp3,0.0,2025-11-16,"vietnam indie, v-pop, vietnamese lo-fi",1cwd2t0nvN97cWqxTlSqzA,emchinhinthayanh||trang,"('em chỉ nhìn thấy anh', 'trang', 'khoa, vũ')",0.0,Em chỉ nhìn thấy anh.mp3,30000.0,34141.0
một bài hát không vui mấy - extended version,t.r.i,"dangrangto, donal",spotify,65.0,2024-12-24,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",36fgG6NiEuQXznNgf5y2Ck,motbaihatkhongvuimayextendedversion||tri,"('một bài hát không vui mấy extended version', 'i, r, t', 'dangrangto, donal')",1.0,một bài hát không vui mấy - extended version.mp3,940000.0,19734683.0
Chuyện Chúng Ta Sau Này,Hải Đăng Doo,Weeza,spotify,59.0,2023-03-25,v-pop,0QIBqBajZLLcWfL6mpVsN3,chuyenchungtasaunay||haidangdoo,"('chuyện chúng ta sau này', 'doo, hải, đăng', 'weeza')",0.0,Chuyện Chúng Ta Sau Này.mp3,13300000.0,9907838.0
TRÀN BỘ NHỚ,ANH TRAI SAY HI,,new_hits_scraped_old,57.0,2024-08-31,"v-pop, vietnamese hip hop",2oVLEoBVDvYrGmzrU7dEm5,tranbonho||anhtraisayhi,"('tràn bộ nhớ', 'anh, hi, say, trai', '')",1.0,TRÀN BỘ NHỚ - anhtraisayhi.mp3,68000.0,25611188.0
Đêm Vũ Trường,Binz,,bsides_non_hit,32.0,2024-11-27,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",3mXOPdSMvbvnIuGBiF4vgf,demvutruong||binz,"('đêm vũ trường', 'binz', 'nan')",0.0,Đêm Vũ Trường.mp3,10700000.0,533695.0
Sao Anh Có Thể Quên,An Vũ,,bsides_non_hit,4.0,2025-02-14,"v-pop, vinahouse, vietnamese lo-fi",2DASMIZWDxCARxR1UX00UN,saoanhcothequen||anvu,"('sao anh có thể quên', 'an, vũ', 'nan')",0.0,Sao Anh Có Thể Quên.mp3,3000.0,3689.0
Bae Don't Cry,Quang Hùng MasterD,,zingmp3,0.0,2025-11-22,"v-pop, vinahouse, vietnamese hip hop",0KpTLc4j4v74wNtQYMXthI,baedontcry||quanghungmasterd,"(""bae don't cry"", 'hùng, masterd, quang', 'nan')",0.0,Bae Don't Cry.mp3,35000.0,153152.0
Tình Đang Farm,Đặng Vĩnh Thịnh,,bsides_non_hit,6.0,2025-07-21,"v-pop, vietnam indie",1XTrtPInHMOu5oW4vDbozR,tinhdangfarm||dangvinhthinh,"('tình đang farm', 'thịnh, vĩnh, đặng', 'nan')",0.0,Tình Đang Farm.mp3,746.0,4610.0
Yêu Bền Bỉ,ERIK,,bsides_non_hit,28.0,2024-03-15,"v-pop, vinahouse, vietnam indie",4xVilxSfnaZ2nX856Pbf3j,yeubenbi||erik,"('yêu bền bỉ', 'erik', 'nan')",0.0,Yêu Bền Bỉ.mp3,151000.0,409619.0
Yêu Thì Phải Nói (feat. Badbie),Emcee L (Da LAB),,bsides_non_hit,17.0,2024-02-14,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",0OqH0lWM28JhT20kgSNN70,yeuthiphainoi||emceeldalab,"('yêu thì phải nói', 'da, emcee, l, lab', 'badbie, nan')",0.0,Yêu Thì Phải Nói (feat. Badbie).mp3,654000.0,115158.0
Ai Lớn Cũng Phải,CAPTAIN BOY,,"new_hits_scraped, new_hits_scraped_old",54.0,2025-06-11,"v-pop, vietnamese hip hop",5e21jDDiJOuoAMd2k8FNn2,ailoncungphai||captainboy,"('ai lớn cũng phải', 'boy, captain', 'nan')",1.0,Ai Lớn Cũng Phải.mp3,0.0,3526864.0
Mỹ Miêu,Mai Phuong,DTAP,zingmp3,19.0,2025-10-31,v-pop,0Ntq9CAPI9vwzmHvwRpX1o,mymieu||maiphuong,"('mỹ miêu', 'mai, phuong', 'dtap')",0.0,Mỹ Miêu.mp3,8000.0,4132.0
Hit Me Up (feat. Nomovodka),Binz,,"new_hits_scraped, new_hits_scraped_old",50.0,2023-10-19,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",4acXEYw7ayyJnm9GXDrqiL,hitmeup||binz,"('hit me up', 'binz', 'nan, nomovodka')",1.0,Hit Me Up (feat. Nomovodka).mp3,0.0,19218050.0
tone up your heart,AMEE,,bsides_non_hit,21.0,2024-06-01,"v-pop, vietnamese hip hop, vietnam indie",66092M8RDDxoEV0bBSd4jO,toneupyourheart||amee,"('tone up your heart', 'amee', 'nan')",0.0,tone up your heart.mp3,1000000.0,188825.0
Nước Mắt Em Lau Bằng Tình Yêu Mới,Da LAB,Tóc Tiên,spotify,59.0,2019-09-12,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",7J9l9ebYB3IEs5ea5J1M7a,nuocmatemlaubangtinhyeumoi||dalab,"('nước mắt em lau bằng tình yêu mới', 'da, lab', 'tiên, tóc')",0.0,Nước Mắt Em Lau Bằng Tình Yêu Mới.mp3,121500000.0,11141379.0
ex's hate me pt.2,amee,,spotify,61.0,2020-06-20,"v-pop, vietnamese hip hop, vietnam indie",5tdz7T4hTxA1ipJMBe24uX,exshatemept2||amee,"(""ex's hate me pt.2"", 'amee', 'nan')",0.0,ex's hate me pt.2.mp3,319.0,31574034.0
shhhhhhh..,WEAN,,"new_hits_scraped, new_hits_scraped_old",61.0,2023-10-07,"v-pop, vietnamese hip hop, vietnam indie",4jWmhzf53Q0ZvZMuGdiR9x,shhhhhhh||wean,"('shhhhhhh..', 'wean', 'nan')",1.0,shhhhhhh...mp3,36000.0,41804250.0
tình yêu bất diệt,hồ việt trung,saka trương tuyền,zingmp3,30.0,2025-04-03,"vietnamese bolero, v-pop, vinahouse, vietnamese lo-fi, bolero",3Ut2FPcM4l3wGEjvpGmulk,tinhyeubatdiet||hoviettrung,"('tình yêu bất diệt', 'hồ, trung, việt', 'saka, trương, tuyền')",0.0,tình yêu bất diệt.mp3,9100000.0,95803.0
SAIROI,Khoi Vu,,zingmp3,0.0,2025-11-19,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",1nrC04lSCsxO6TwHktJKzj,sairoi||khoivu,"('sairoi', 'khoi, vu', 'nan')",0.0,SAIROI.mp3,133000.0,542527.0
Em Xinh,MONO,,"new_hits_scraped, new_hits_scraped_old",58.0,2023-11-30,"v-pop, vietnamese hip hop, vinahouse",6IHLOkgZftkcqS3fM0jMCT,emxinh||mono,"('em xinh', 'mono', 'nan')",1.0,Em Xinh.mp3,1300000.0,23384871.0
nơi này có anh,sơn tùng m-tp,,"nct, new_hits_scraped_old, spotify",64.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",5rSAUmbOg4giDrM29vUyHe,noinaycoanh||sontungmtp,"('nơi này có anh', 'm-tp, sơn, tùng', 'nan')",1.0,nơi này có anh.mp3,2400000.0,47784339.0
mảnh tình sai đôi,yến nhi,,zingmp3,29.0,2025-10-02,"v-pop, vinahouse",2ik6v5h2sXSiUjfbchPRtb,manhtinhsaidoi||yennhi,"('mảnh tình sai đôi', 'nhi, yến', 'nan')",0.0,mảnh tình sai đôi - yến nhi.mp3,595000.0,63696.0
Nhung Ke Mong Mo,Noo Phước Thịnh,,new_hits_scraped_old,49.0,2018-10-19,"v-pop, vinahouse",7fFvPlrcO79gXfErRuqaoC,nhungkemongmo||noophuocthinh,"('nhung ke mong mo', 'noo, phước, thịnh', '')",1.0,Nhung Ke Mong Mo.mp3,542000.0,8507609.0
mơ giữa ban ngày,MiiNa,,bsides_non_hit,22.0,2025-04-14,v-pop,5iibbY9lvE9qlbGnOBSYbP,mogiuabanngay||miina,"('mơ giữa ban ngày', 'miina', 'nan')",0.0,mơ giữa ban ngày.mp3,1000.0,43172.0
Bạch Nguyệt Quang,Táo,,bsides_non_hit,48.0,2024-12-19,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",0IbSn77m6lTkFyu6zKn7Fd,bachnguyetquang||tao,"('bạch nguyệt quang', 'táo', 'nan')",0.0,Bạch Nguyệt Quang.mp3,213000.0,1098400.0
Em Đừng Khóc,Chillies,,"new_hits_scraped_old, spotify",59.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",0JKEP4dB1riE6l7Kq5kJm1,emdungkhoc||chillies,"('em đừng khóc', 'chillies', 'nan')",1.0,Em Đừng Khóc.mp3,12500000.0,7292916.0
TRỰC GIÁC,ANH TRAI SAY HI,"Vũ Cát Tường, Phạm Đình Thái Ngân, Hustlang Robber","new_hits_scraped, zingmp3",41.0,2025-11-24,"v-pop, vietnamese hip hop",1JRmFhHmVlTSVt9cFzFTI7,trucgiac||anhtraisayhi,"('trực giác', 'anh, hi, say, trai', 'cát, hustlang, ngân, phạm, robber, thái, tường, vũ, đình')",1.0,TRỰC GIÁC.mp3,73000.0,196371.0
Mọi Điều Là Do Ta,14 Casper,,bsides_non_hit,5.0,2024-01-01,"v-pop, vietnamese lo-fi, vietnam indie",3UgS7hKiKJsm39gXYODe3b,moidieuladota||14casper,"('mọi điều là do ta', '14, casper', 'nan')",0.0,Mọi Điều Là Do Ta.mp3,5000.0,6764.0
DALAT 1810 (feat. Cigar & LongLu),PAR SG,,bsides_non_hit,30.0,2025-04-18,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",3an8ECXf8jZ674aDfXibAI,dalat1810||parsg,"('dalat 1810', 'par, sg', 'cigar, longlu, nan')",0.0,DALAT 1810 (feat. Cigar & LongLu).mp3,1810.0,199368.0
258,PC,,bsides_non_hit,38.0,2025-08-25,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",5phC3U5ofvJzPZMaJbCl7M,258||pc,"('258', 'pc', 'nan')",0.0,258.mp3,864.0,204504.0
Chẳng Thể Tương Xứng,Thái Học,,bsides_non_hit,22.0,2025-07-10,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",5J7qm7vGxtWQDOhXddoXua,changthetuongxung||thaihoc,"('chẳng thể tương xứng', 'học, thái', 'nan')",0.0,Chẳng Thể Tương Xứng.mp3,35000.0,38103.0
yêu thật lòng đâu dễ quên,the men,,zingmp3,32.0,2025-08-19,"v-pop, vinahouse, vietnamese bolero",3vbTwb2UUQivQtu1rAq1zu,yeuthatlongdaudequen||themen,"('yêu thật lòng đâu dễ quên', 'men, the', 'nan')",0.0,yêu thật lòng đâu dễ quên.mp3,1500000.0,107479.0
Chẳng Hợp Nhau Đâu,Lê Bảo Bình,ACV,zingmp3,46.0,2025-06-23,"vinahouse, v-pop, vietnamese lo-fi",3JhIO3NboyrXBwlFGKBk15,changhopnhaudau||lebaobinh,"('chẳng hợp nhau đâu', 'bình, bảo, lê', 'acv')",0.0,Chẳng Hợp Nhau Đâu.mp3,2300000.0,588866.0
0 AI NGHĨ,Wxrdie,,"apple, spotify",60.0,2023-03-16,"vietnamese hip hop, v-pop",2kt7udEZmN2kj1Jsl118zY,0ainghi||wxrdie,"('0 ai nghĩ', 'wxrdie', 'nan')",0.0,0 AI NGHĨ.mp3,22000.0,2747702.0
Đời Ai Nấy Giữ,Quang Đăng Trần,,zingmp3,0.0,2025-11-19,"vietnamese lo-fi, v-pop, vinahouse",3gHe2gEKk9jNliJRMudmby,doiainaygiu||quangdangtran,"('đời ai nấy giữ', 'quang, trần, đăng', 'nan')",0.0,Đời Ai Nấy Giữ.mp3,79000.0,17686.0
"Anh Là Ai? (feat. Dick, DT & UMIE)",RAP VIỆT,,"new_hits_scraped, new_hits_scraped_old",51.0,2023-08-09,"vietnamese hip hop, v-pop",6HpkHTTwfVmSoopeloHqOp,anhlaai||rapviet,"('anh là ai?', 'rap, việt', 'dick, dt, nan, umie')",1.0,"Anh Là Ai (feat. Dick, DT & UMIE).mp3",0.0,17245993.0
VIỆT NAM TÔI ĐÓ,SOOBIN,,bsides_non_hit,36.0,2025-01-09,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6lNfj1VcaETCDfCuZJYj8I,vietnamtoido||soobin,"('việt nam tôi đó', 'soobin', 'nan')",0.0,VIỆT NAM TÔI ĐÓ.mp3,10000.0,633783.0
0 ai ngoài em,The Wind,,bsides_non_hit,9.0,2025-09-11,"vietnamese hip hop, v-pop",2SChI9PnwA9Sf59KGnRuKv,0aingoaiem||thewind,"('0 ai ngoài em', 'the, wind', 'nan')",0.0,0 ai ngoài em.mp3,7.0,4948.0
nỗi nhớ không tên,will,myra trần,zingmp3,35.0,2025-10-15,"v-pop, vietnam indie, vietnamese lo-fi",4MoHww9gEkwPbPWoebIVra,noinhokhongten||will,"('nỗi nhớ không tên', 'will', 'myra, trần')",0.0,nỗi nhớ không tên.mp3,238000.0,70015.0
are you sad,b ray,,new_hits_scraped,47.0,2025-07-08,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",4aHt5tkyVoMonpPGAehUcD,areyousad||bray,"('are you sad', 'b, ray', 'nan')",1.0,are you sad.mp3,261000.0,1433315.0
Falling With You,Quân A.P,Pháp Kiều,zingmp3,36.0,2025-07-29,"v-pop, vietnamese lo-fi",4h07icz1LwK80zGhxebVdf,fallingwithyou||quanap,"('falling with you', 'a, p, quân', 'kiều, pháp')",0.0,Falling With You.mp3,181000.0,460192.0
IT’S GON’ BE ALRIGHT,ANH TRAI SAY HI,"Negav, Văn Mai Hương","nct, new_hits_scraped, spotify, zingmp3",52.0,2025-12-01,"v-pop, vietnamese hip hop",35sOT7zq5F0i9IsJF5whxm,itsgonbealright||anhtraisayhi,"('it’s gon’ be alright', 'anh, hi, say, trai', 'hương, mai, negav, văn')",1.0,IT’S GON’ BE ALRIGHT.mp3,254000.0,201730.0
mục hạ vô nhân,soobin,"binz, nsnd huỳnh tú","apple, nct, spotify",47.0,2025-11-10,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",2jbwrUF3CCe68kztsvLsNC,muchavonhan||soobin,"('mục hạ vô nhân', 'soobin', 'binz, huỳnh, nsnd, tú')",1.0,mục hạ vô nhân.mp3,11000.0,1816341.0
Lặng Im Và Tan Vỡ - The Recap,T.R.I,,bsides_non_hit,14.0,2025-01-16,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",4pugi4NKWbBbhAWKLuFb9F,langimvatanvotherecap||tri,"('lặng im và tan vỡ the recap', 'i, r, t', 'nan')",0.0,Lặng Im Và Tan Vỡ - The Recap.mp3,861000.0,34201.0
Anh Sẽ Đến Bên Em,Anh Quân Idol,,bsides_non_hit,16.0,2024-03-18,"vinahouse, vietnamese lo-fi, v-pop",4g1PBqbsoxf2GdcLT0hGTu,anhsedenbenem||anhquanidol,"('anh sẽ đến bên em', 'anh, idol, quân', 'nan')",0.0,Anh Sẽ Đến Bên Em.mp3,581000.0,38509.0
Dưới Những Cơn Mưa,Mr.Siro,,"new_hits_scraped, new_hits_scraped_old",56.0,2017-02-17,v-pop,1t6SwYMSGIvfX7OZ9RwFdN,duoinhungconmua||mrsiro,"('dưới những cơn mưa', 'mr, siro', 'nan')",1.0,Dưới Những Cơn Mưa.mp3,213500000.0,10202880.0
Có Không Giữ Mất Đừng Tìm,Trúc Nhân,,new_hits_scraped_old,43.0,2022-05-11,"v-pop, vietnam indie",5NEmJ7sfYHplZwkXfwsJdt,cokhonggiumatdungtim||trucnhan,"('có không giữ mất đừng tìm', 'nhân, trúc', '')",1.0,Có Không Giữ Mất Đừng Tìm.mp3,37000000.0,10296421.0
ngày mai em đi,lê hiếu,"soobin, touliver","new_hits_scraped_old, spotify",59.0,2017-08-02,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",0ZP4bO2ywAv44HiEzzHaq5,ngaymaiemdi||lehieu,"('ngày mai em đi', 'hiếu, lê', 'soobin, touliver')",1.0,ngày mai em đi.mp3,172000000.0,32458971.0
Tản Mạn Tình Yêu,Minh Đinh,,bsides_non_hit,23.0,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",3wUXFCy3flStFatZSzzUeh,tanmantinhyeu||minhdinh,"('tản mạn tình yêu', 'minh, đinh', 'nan')",0.0,Tản Mạn Tình Yêu.mp3,75000.0,115975.0
Gặp Nhưng Không Ở Lại,Hiền Hồ,,new_hits_scraped_old,47.0,2020-12-08,"v-pop, vinahouse, vietnam indie",6jvCnAiPiiy5OORy8x4hRI,gapnhungkhongolai||hienho,"('gặp nhưng không ở lại', 'hiền, hồ', '')",1.0,Gặp Nhưng Không Ở Lại.mp3,164200000.0,16151663.0
Vùng Ký Ức,Chillies,,"new_hits_scraped_old, spotify",59.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",3H6nzsPNMttEvUl3ai3xN8,vungkyuc||chillies,"('vùng ký ức', 'chillies', 'nan')",1.0,Vùng Ký Ức.mp3,11000.0,11059253.0
Về Nhà Là Khoẻ,Bích Phương,,bsides_non_hit,16.0,2024-12-30,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",3fbcy40NW0KWvbujPMlf68,venhalakhoe||bichphuong,"('về nhà là khoẻ', 'bích, phương', 'nan')",0.0,Về Nhà Là Khoẻ.mp3,121000.0,33826.0
Người Gieo Mầm Xanh,Hứa Kim Tuyền,,"new_hits_scraped, new_hits_scraped_old",51.0,2021-05-19,"v-pop, vietnam indie",6vjzLoNJr2SX30jD9Hh0Dm,nguoigieomamxanh||huakimtuyen,"('người gieo mầm xanh', 'hứa, kim, tuyền', 'nan')",1.0,Người Gieo Mầm Xanh.mp3,3700000.0,2779551.0
Không Còn Em,Madihu,,"new_hits_scraped, new_hits_scraped_old",51.0,2023-07-20,"v-pop, vietnam indie, vietnamese hip hop",1RGA13K66cABN7nYek6WNk,khongconem||madihu,"('không còn em', 'madihu', 'nan')",1.0,Không Còn Em - Madihu.mp3,257000.0,12392532.0
thiệp hồng sai tên,nguyễn thành đạt,,"nct, zingmp3",27.0,2025-10-30,none,2CRh637uw03V8RkeovhcdF,thiephongsaiten||nguyenthanhdat,"('thiệp hồng sai tên', 'nguyễn, thành, đạt', 'nan')",1.0,thiệp hồng sai tên.mp3,5000000.0,198488.0
em biết ò!,Ánh Sáng AZA,,bsides_non_hit,43.0,2025-09-10,v-pop,4hY2A4LfycGhdIKABHh6Nv,embieto||anhsangaza,"('em biết ò!', 'aza, sáng, ánh', 'nan')",0.0,em biết ò!.mp3,115000.0,280085.0
Nơi Ta Chờ Em (Em Chưa 18 Original Soundtrack),Will,,new_hits_scraped,50.0,2020-01-01,"v-pop, vietnam indie, vietnamese lo-fi",5wPho8pEA49NIEwbgchXiG,noitachoememchua18originalsoundtrack||will,"('nơi ta chờ em em chưa 18 original soundtrack', 'will', 'nan')",1.0,Nơi Ta Chờ Em (Em Chưa 18 Original Soundtrack).mp3,91000000.0,4782329.0
thả anh ra,quang hùng masterd,hino,zingmp3,62.0,2025-08-16,"v-pop, vinahouse, vietnamese hip hop",01oJRNQrFwJu3jgGVo8K58,thaanhra||quanghungmasterd,"('thả anh ra', 'hùng, masterd, quang', 'hino')",0.0,thả anh ra.mp3,2500000.0,3818282.0
Tèn Tèn Girls!,RAP VIỆT,,new_hits_scraped_old,29.0,2020-11-16,"vietnamese hip hop, v-pop",7ssVARiCxa9KentfZXhZEr,tentengirls||rapviet,"('tèn tèn girls!', 'rap, việt', '')",1.0,Tèn Tèn Girls!.mp3,0.0,2674268.0
Đau Nhất Là Lặng Im,ERIK,,"new_hits_scraped, new_hits_scraped_old",50.0,2022-02-17,"v-pop, vinahouse, vietnam indie",5H7UgZQk2p5x4nmeuDjmE4,daunhatlalangim||erik,"('đau nhất là lặng im', 'erik', 'nan')",1.0,Đau Nhất Là Lặng Im.mp3,72000.0,11766713.0
ĐƯỜNG CHÂN TRỜI,ANH TRAI SAY HI,buitruonglinh,"nct, zingmp3",47.0,2025-12-01,"v-pop, vietnamese hip hop",2DFFgJxAuNhRII2aR5QsXG,duongchantroi||anhtraisayhi,"('đường chân trời', 'anh, hi, say, trai', 'buitruonglinh')",1.0,ĐƯỜNG CHÂN TRỜI.mp3,255000.0,257245.0
Vệ Tinh,HIEUTHUHAI,,"new_hits_scraped, new_hits_scraped_old",51.0,2022-08-11,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",55nxEY2bGgcxSVLQ9hOFeR,vetinh||hieuthuhai,"('vệ tinh', 'hieuthuhai', 'nan')",1.0,Vệ Tinh.mp3,17600000.0,13794793.0
ĐAN BÀN TAY,EM XINH SAY HI,,bsides_non_hit,48.0,2025-08-18,v-pop,4khUQA19ifL5w4gUFnhy2r,danbantay||emxinhsayhi,"('đan bàn tay', 'em, hi, say, xinh', 'nan')",0.0,ĐAN BÀN TAY.mp3,534000.0,879801.0
Cứ Chill Thôi,Chillies,,"new_hits_scraped, new_hits_scraped_old",58.0,2020-07-11,"v-pop, vietnam indie, vietnamese hip hop",014DA3BdnmD3kI5pBogH7c,cuchillthoi||chillies,"('cứ chill thôi', 'chillies', 'nan')",1.0,Cứ Chill Thôi.mp3,0.0,41986665.0
Giáng Sinh a.k.a Dáng Xinh,Emcee L (Da LAB),,bsides_non_hit,12.0,2024-07-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",0xMtXsnajnkgrbyhJD3Zco,giangsinhakadangxinh||emceeldalab,"('giáng sinh a.k.a dáng xinh', 'da, emcee, l, lab', 'nan')",0.0,Giáng Sinh a.k.a Dáng Xinh.mp3,488000.0,14608.0
hải trình tan vỡ,trungg i.u,phạm anh duy,zingmp3,50.0,2025-09-15,"v-pop, vinahouse, vietnam indie",5teXF6aAKNuZSSpaP7Bjbo,haitrinhtanvo||trunggiu,"('hải trình tan vỡ', 'i, trungg, u', 'anh, duy, phạm')",0.0,hải trình tan vỡ.mp3,942000.0,923905.0
