file_name,spotify_track_id,sent_lexicon,score_lexicon,sent_phobert,conf_phobert,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count
chỉ là quá yêu em - quang đăng trần.mp3,4eNd6csufflhpAEGxeDOU5,negative,-0.0637,neutral,0.7107,negative,346.0,0.2746,94.0,107.0,21.0
cha và con (theme song from dân chơi không sợ con rơi) - anh tú.mp3,4FE08B9mo51XoRx8jBE8MT,negative,-0.0321,positive,0.9094,negative,357.0,0.3978,122.0,97.0,17.0
i'm in love - tóc tiên.mp3,4Foc8t7VXW7q15EYB6kcNr,neutral,-0.0068,positive,0.9912,positive,291.0,0.3299,112.0,89.0,8.0
năm ấy đôi mươi - ca ca.mp3,4G85or2q2Ezh2SaF8IvQxO,neutral,-0.0025,neutral,0.7233,neutral,331.0,0.3353,132.0,97.0,16.0
chuẩn - teuyungboy.mp3,4gq0Rri29IKtkWRT4zIMpE,neutral,-0.0006,positive,0.8984,neutral,292.0,0.4384,106.0,97.0,9.0
say trong đêm nay (feat. lil mikey & đặng thái bình) - rap việt.mp3,4h3EAmjDLsTzueU2OEB22N,negative,-0.0179,positive,0.9039,negative,435.0,0.5632,163.0,123.0,27.0
cần - rpt jasondilla.mp3,4HJz9dX4U72OFS64EcC1WV,neutral,-0.0089,positive,0.8854,neutral,430.0,0.4233,150.0,121.0,30.0
khó - nam cường -.mp3,4Hl5xGxcNwKha6N08KmjMm,negative,-0.0447,positive,0.624,negative,329.0,0.231,96.0,90.0,23.0
người về cuối phố - myra trần.mp3,4hTUSrbJ372EUu0ZGob6m2,negative,-0.0287,positive,0.68,negative,317.0,0.2965,148.0,68.0,18.0
private island - prettyxix.mp3,4I5sHeCquTgvJaxyo5gdD9,positive,0.0115,neutral,0.9145,positive,416.0,0.5337,161.0,144.0,9.0
sick man - hustlang robber.mp3,4Iu3dFl4cuXJ5qKHi87dll,negative,-0.0103,positive,0.8511,negative,184.0,0.6685,86.0,73.0,5.0
yêu là tha thu (theme song from em chưa 18) - forest studio.mp3,4iWV6j6jWCXej57MYf4ElQ,negative,-0.0363,positive,0.867,negative,347.0,0.3573,94.0,112.0,32.0
sugar baby - osad.mp3,4jeRDJC9JROmBjvWVbekZz,negative,-0.0413,positive,0.9097,negative,560.0,0.3304,211.0,176.0,43.0
trippin over you - tyronee.mp3,4jh9kOTdNVC0kTmRJBRZnU,negative,-0.0162,positive,0.9849,positive,561.0,0.2977,249.0,203.0,14.0
sweet'n low - naomi.mp3,4jIVDITfeqx0E6HKa1z59a,negative,-0.0115,positive,0.9833,positive,258.0,0.4419,113.0,80.0,9.0
noella u - kai đinh.mp3,4jV0x8ibveijhjswA9i8IB,neutral,0.0062,positive,0.9762,positive,323.0,0.4087,120.0,95.0,21.0
em à - xám.mp3,4kDQYljmDLKrQEAeq4eQ5O,negative,-0.0121,positive,0.8442,negative,552.0,0.4076,160.0,181.0,23.0
tỉ năm ánh sáng - rich choi.mp3,4KvON81HEhTSLtRprOaspK,negative,-0.0615,positive,0.9206,negative,606.0,0.3696,183.0,159.0,30.0
walk walk - theo chân em bước - the new mentor - hồ ngọc hà.mp3,4LfwY9VHY6DlU5yxW7llsZ,neutral,0.0021,positive,0.9887,positive,383.0,0.3681,159.0,141.0,8.0
tiền lá - from #trầm2 - ngô lan hương.mp3,4Lny9vqCHF07S55gfNF3f4,positive,0.0134,positive,0.9082,positive,292.0,0.2945,96.0,95.0,8.0
missed call - changg.mp3,4loYkNCyVbIm98bdrKwxq8,negative,-0.0737,positive,0.7635,negative,644.0,0.2888,217.0,188.0,39.0
từ bàn tay này - phan mạnh quỳnh.mp3,4lw4ic1eq00MIUQKZHIuIe,negative,-0.0159,positive,0.9324,negative,323.0,0.5294,118.0,101.0,20.0
googoogaga - pixel neko.mp3,4mbeuqSC3XOHN8M6gelwBK,negative,-0.0137,positive,0.973,positive,372.0,0.4677,151.0,123.0,17.0
trả lại cho anh - yến nhi.mp3,4MNoMgy4OUjEO2nP2F4E1p,neutral,0.0051,positive,0.8678,neutral,273.0,0.2381,91.0,76.0,12.0
một-không (1-0) - đông nhi -.mp3,4MyExeNCwOz9da20pOX6iq,neutral,-0.0057,negative,0.8717,neutral,367.0,0.2371,60.0,131.0,9.0
trực giác - vct solo - anh trai say hi.mp3,4ndgqgA11N1zgHLpqGo1SL,positive,0.031,positive,0.9921,positive,322.0,0.3043,99.0,89.0,41.0
em làm gì tối nay - khắc việt.mp3,4niiMrSmnHkBXVmc12rl47,negative,-0.0424,positive,0.752,negative,314.0,0.293,91.0,90.0,13.0
"người tình của nắng (feat. anh tú, captain, hải đăng doo, vũ thịnh & lyly) - anh trai say hi.mp3",4NsioA83xX5bNR4RCR2Qgd,positive,0.0142,positive,0.9446,positive,522.0,0.4368,184.0,168.0,28.0
last performance - coldzy -.mp3,4Nx5rlcICHUMKXnKKmbpbq,negative,-0.0383,positive,0.8024,negative,449.0,0.3964,163.0,156.0,19.0
giờ em đâu  - datkaa.mp3,4R5YXQM1XW2gyXEK637Byz,negative,-0.0658,positive,0.7617,negative,404.0,0.4134,154.0,102.0,16.0
mất nhau - original soundtrack from yêu trước ngày cưới - anh tú.mp3,4rwNTZb1melCwzNJ3Vf2gP,negative,-0.0226,positive,0.8027,negative,294.0,0.2483,54.0,77.0,30.0
đốt đèn - gill.mp3,4SbnsUBHgtmNFRYIF1kK5P,negative,-0.0149,neutral,0.9683,neutral,348.0,0.5977,113.0,128.0,21.0
high night - kayc.mp3,4sRDZnrbanpXBgPo76twDl,negative,-0.0419,positive,0.8644,negative,237.0,0.7046,101.0,83.0,8.0
lowkey (feat. hooligan.) - prettyxix.mp3,4SSZYp0kwi4lOmJWrMkZv3,neutral,0.0015,positive,0.9199,neutral,362.0,0.5497,136.0,118.0,11.0
lụm - huỳnh james.mp3,4T4TMiRFdYZgbkP5nMDiqO,neutral,0.0076,negative,0.8841,neutral,618.0,0.4757,178.0,228.0,23.0
lời chưa nói _ đã biết sẽ có ngày hôm qua - trịnh thăng bình.mp3,4TGRMxEahc4Fm54fA4X8dU,negative,-0.079,neutral,0.6013,negative,310.0,0.3097,73.0,75.0,18.0
bước đi_nán lại - 2pillz.mp3,4TnN5zsCtwIngkvEn2b8s7,neutral,-0.0061,negative,0.8252,neutral,343.0,0.0933,92.0,146.0,3.0
phải níu hay buông - thái học.mp3,4uEvU54OEs0XFBYwfXOAOx,negative,-0.057,neutral,0.676,negative,339.0,0.3569,103.0,101.0,8.0
có ai nói với em - from #trầm - ngô lan hương.mp3,4utgd4AfyCkgYWhpEe6Fae,negative,-0.0459,neutral,0.717,negative,358.0,0.324,94.0,131.0,19.0
lyhoptinh (feat. han sara) - erik.mp3,4v2g6Sba64XVw17615Rx63,negative,-0.0203,positive,0.9915,negative,466.0,0.3026,189.0,123.0,19.0
xinh quá làm chi - lil zpoet.mp3,4VoQjfsVjaiUkYe50nZ6Wq,negative,-0.0444,positive,0.9922,negative,291.0,0.3436,80.0,78.0,33.0
chàng nhạc sĩ kể rằng - khiem.mp3,4VQXsTwrn89E713GPT1D7N,negative,-0.0314,positive,0.7107,negative,192.0,0.5104,46.0,63.0,14.0
yêu là yêu làm sao - codynamvo.mp3,4VVlNN89t3hkpsq6qQWv5M,positive,0.0144,negative,0.83,positive,276.0,0.587,87.0,79.0,19.0
tội lỗi - hồ ngọc hà.mp3,4wcW9z2Gu9omwSfSHtTrTG,negative,-0.0325,neutral,0.7941,negative,334.0,0.2725,110.0,82.0,21.0
răng hay rứa hè (feat. saabirose) - rap việt.mp3,4WGquTbsKXS3BMIXEpvbJn,negative,-0.0158,positive,0.9257,negative,527.0,0.5256,200.0,175.0,16.0
tết nhất có ai - bùi công nam.mp3,4xc68H2kUGghYZIZgibtoJ,neutral,0.0,positive,0.9922,positive,406.0,0.3473,138.0,101.0,32.0
tan ra - prettyxix.mp3,4XnoMuBj41O64lftF4HgQ1,negative,-0.0345,positive,0.8762,negative,488.0,0.5184,185.0,164.0,15.0
điều tuyệt nhất - from hồn papa da con gái - only c.mp3,4yCcYnc4LqEKgM6GSM89FX,negative,-0.0198,positive,0.826,negative,177.0,0.6158,56.0,54.0,9.0
ai sẽ chữa lành tổn thương - dab -.mp3,4z5TNIhTOWCn9WzmszbTwu,negative,-0.0466,positive,0.7009,negative,287.0,0.4599,89.0,82.0,17.0
thông báo hết ế (theme song from vu quy đại náo) - bùi công nam.mp3,4zIrJxizEly4ibykf0sVBO,negative,-0.0219,positive,0.8616,negative,449.0,0.3274,132.0,137.0,29.0
thích rồi còn ngại - hải đăng doo.mp3,4zrv7V17ehLGCwTQrMw45S,neutral,0.0004,positive,0.8409,neutral,353.0,0.4391,90.0,110.0,17.0
bướngg - t.r.i.mp3,50ZFUV5GECwiWno4zRPOWk,negative,-0.0632,positive,0.9759,negative,354.0,0.3588,115.0,112.0,9.0
dù con đã khôn lớn (from lật mặt 7 một điều ước) - yuno bigboi.mp3,51iwHNdx2gTxsfCDR2tjK6,negative,-0.0193,positive,0.6592,negative,545.0,0.3688,182.0,150.0,44.0
xin đừng cách xa (feat. ngọc thúy) - châu khải phong.mp3,51osWwPloTaQ75ZPmHrnFh,negative,-0.0694,neutral,0.7317,negative,351.0,0.3105,108.0,94.0,12.0
"tình sâu đậm, mưa mịt mù - juky san -.mp3",53T64tBcQUKR3w94CrBczS,negative,-0.0186,positive,0.8844,negative,320.0,0.2437,126.0,71.0,17.0
mùa hè tuyệt vời (lalawonder) - đức phúc -.mp3,54dJx0utw4joDGXoPzV9Rw,neutral,0.0027,positive,0.9913,positive,382.0,0.3639,118.0,130.0,21.0
liên khúc tết trong tâm hồn - tết nguyên đán - cao mỹ kim.mp3,55qxvPDrw85Cnm0JimOLnC,positive,0.0308,positive,0.9918,positive,489.0,0.3211,173.0,125.0,41.0
liên khúc gái xuân - chiều xuân - thu minh.mp3,56QsOVqk2izCOujlMGDQJ4,positive,0.0751,positive,0.9838,positive,302.0,0.2947,159.0,79.0,10.0
thật lòng - thoại nghi.mp3,58LtlNLvFpPihUgPdjVZ1q,positive,0.0214,positive,0.9918,positive,295.0,0.2847,99.0,76.0,20.0
i'm still loving you - charmy pham.mp3,58nZv0IUtu9L3IywgRMoKH,negative,-0.0137,positive,0.989,positive,415.0,0.2843,173.0,117.0,17.0
nhớ về anh - bảo anh -.mp3,58RSo49gcXFE5NjdI5ZF2i,negative,-0.0565,positive,0.9554,negative,223.0,0.3363,78.0,58.0,22.0
"nỗi đau ngây dại (feat. hieuthuhai, đức phúc & công dương) - anh trai say hi - hieuthuhai, đức phúc, công dương.mp3",5AmFbL7MClvRYfzae0EUHn,negative,-0.0401,positive,0.8074,negative,344.0,0.5669,106.0,115.0,21.0
liên khúc một năm đã qua - tết trong tâm hồn - bùi anh tuấn.mp3,5AncfVq5nahFbbkzb2HAz7,positive,0.0341,positive,0.9776,positive,534.0,0.2828,163.0,147.0,40.0
"sau đêm nay (feat. erik, đức phúc, quân a.p, jsol & hùng huỳnh) - anh trai say hi.mp3",5aNRykrb3TFkeuFgFgmHzE,negative,-0.086,positive,0.8954,negative,630.0,0.3889,178.0,192.0,26.0
bình yên nhé - hoàng duyên -.mp3,647IiVS8uMBN3YXQ0JW91T,negative,-0.0137,positive,0.578,negative,231.0,0.303,79.0,62.0,17.0
bước qua thế giới - phan mạnh quỳnh -.mp3,7bCAcirm2ZM4jz8yB9y7sD,negative,-0.0978,neutral,0.7003,negative,353.0,0.3654,86.0,138.0,11.0
bạn ơi - original soundtrack from lật mặt 6 tấm vé định mệnh - myra trần.mp3,7EgxOItBe9vm3SXzhGrdW2,negative,-0.0155,neutral,0.9368,negative,536.0,0.5951,194.0,181.0,26.0
bữa tiệc của giác quan (25 mét vuông) - hoàng dũng -.mp3,6LWQYKwxboLv9fO7Rb3aYA,positive,0.0103,positive,0.9893,positive,307.0,0.3355,92.0,75.0,15.0
chơi không (giải đấu sinh viên clash of campus 2021) - liên quân mobile.mp3,6D3lxKIMsRtk81DUb1mrKZ,neutral,0.0023,neutral,0.868,neutral,443.0,0.4357,112.0,190.0,12.0
chiếc lá vô tình (7 deep cuts session) - phùng khánh linh -.mp3,7zbXSlmq8bDgbAMkER8HjH,negative,-0.0159,negative,0.8999,negative,264.0,0.2197,84.0,82.0,36.0
cho anh say - phan duy anh -.mp3,7eJfgeRrShCUs5AQ3Z55m5,negative,-0.0648,positive,0.706,negative,400.0,0.245,104.0,120.0,27.0
chuyện thần tiên - bùi lan hương -.mp3,60esGq9gNWdH9neBCrFGf9,neutral,0.0,positive,0.5599,neutral,134.0,0.5,53.0,40.0,5.0
chén cơm đời (soundtrack from làm giàu với ma cuộc chiến hột xoàn the movie) - datkaa.mp3,5my4I9ysWJv1V8fIaxLRFc,negative,-0.0183,negative,0.8994,negative,285.0,0.3509,92.0,90.0,22.0
chất sir - droppy.mp3,5meZM5ywBuoWDw3vuNElNy,negative,-0.0248,negative,0.7169,negative,472.0,0.4979,124.0,128.0,24.0
chờ ngày lời hứa nở hoa - nguyên hà -.mp3,5pomSzVldEJO0tcnntbqmK,negative,-0.0315,negative,0.7378,negative,265.0,0.3434,80.0,100.0,19.0
cleopatra (feat. trungng) - prettyxix.mp3,6ZFSx4o0RpdY1rV2LmlYEQ,neutral,0.0052,positive,0.9297,neutral,364.0,0.5522,148.0,124.0,16.0
come back home - vũ cát tường.mp3,6iteXVguXshOCWDsoim4vZ,negative,-0.0325,positive,0.8112,negative,291.0,0.3402,91.0,83.0,10.0
cây đèn thần - hồ ngọc hà -.mp3,76NUOrtVauyRI2rkmoQhbo,positive,0.0127,positive,0.8828,positive,314.0,0.3089,91.0,108.0,16.0
có chàng trai viết lên cây (original) - phan mạnh quỳnh -.mp3,7coogyq8XPj6Vjb6Yy57UO,negative,-0.0273,neutral,0.9249,negative,346.0,0.4393,114.0,85.0,38.0
công - suboi -.mp3,7pRikOqwoN1CFzJblgHXpR,negative,-0.0452,positive,0.9635,negative,632.0,0.3718,261.0,240.0,25.0
cần số - pjpo.mp3,7za2kWTbM2ji4Bb8k8SqBt,negative,-0.0254,positive,0.9196,negative,444.0,0.4122,146.0,135.0,30.0
do you - mono.mp3,5IWjpUHsc9V6IT9wzvEmnz,negative,-0.0446,negative,0.8525,negative,391.0,0.5269,120.0,130.0,22.0
drama queen - bích phương -.mp3,5kLMmYNiRfDQhK16tGSpzC,neutral,-0.0077,positive,0.8896,neutral,317.0,0.3691,92.0,79.0,16.0
dư âm - phương mỹ chi.mp3,6cOOMAQLbWnya6RSqCA9Y1,negative,-0.0282,positive,0.972,negative,211.0,0.455,99.0,73.0,6.0
dư âm - from #trầm3 - ngô lan hương.mp3,5r6YkCyCY2vgb2hKiWSS1k,negative,-0.0105,positive,0.9519,positive,234.0,0.4103,109.0,82.0,7.0
em được gì - ali hoàng dương.mp3,7gmonUtp1o2ppGEI5gzYAu,negative,-0.1009,neutral,0.7071,negative,420.0,0.25,106.0,157.0,7.0
fire (feat. kayc) - prettyxix.mp3,7IpMvSSIUCi8eUXQCDXW6C,negative,-0.0202,positive,0.8393,negative,348.0,0.3707,115.0,110.0,21.0
get out of your game - charmy pham.mp3,5JFOU6tYLq0X1YizJCkInI,negative,-0.0422,positive,0.8349,negative,415.0,0.3904,149.0,132.0,34.0
got no time - enkey.mp3,6g77T5BjD3QcDBfpGvlCQV,neutral,0.0012,neutral,0.9055,neutral,550.0,0.48,173.0,179.0,28.0
gió mùa về - trúc nhân -.mp3,6v2JJC2KowJ1KDguYn45hd,negative,-0.089,neutral,0.6543,negative,59.0,0.7627,26.0,15.0,4.0
hopeless - will.mp3,7rkRCuVcBhPTjvY370Swof,negative,-0.0379,positive,0.8766,negative,531.0,0.322,164.0,161.0,33.0
hot - chị đẹp đạp gió rẽ sóng.mp3,7mGrmZGqLzhqcPmTYeEdTb,negative,-0.0181,positive,0.9822,positive,310.0,0.4968,105.0,95.0,19.0
hallelujah - datmaniac -.mp3,60eeW2ugGaLS8PAm9Uklgw,neutral,-0.0041,positive,0.8814,neutral,643.0,0.4899,217.0,176.0,41.0
heyyy - ok - soobin.mp3,74rQ6IVl9s4os1OC5ZY02H,neutral,0.0082,positive,0.8906,neutral,370.0,0.4189,147.0,144.0,18.0
hula hula - đạt g.mp3,5vQiszxcYsnCJMc2HkocRI,neutral,-0.0022,positive,0.9222,neutral,486.0,0.4156,185.0,133.0,37.0
hừng đông - in da club - hồ ngọc hà -.mp3,7EMRnnDc3shCBw7NcqXrpz,negative,-0.0864,positive,0.4523,negative,162.0,0.4198,62.0,50.0,8.0
i don't wanna waste your time - lv king.mp3,5GteOS7sGV9Cr8fbKIEV5v,negative,-0.0906,positive,0.8887,negative,495.0,0.4323,159.0,171.0,25.0
i'm sorry babe - (s)trong.mp3,5jgF0bjqwls9S6hhZHsx0z,positive,0.0149,positive,0.8061,positive,102.0,0.3529,57.0,30.0,3.0
"if it - tofutns - pc, taynguyensound.mp3",5vB6xEHjlF6f4iPEpxoHTK,negative,-0.0549,neutral,0.7482,negative,338.0,0.568,90.0,101.0,20.0
in the store - prettyxix.mp3,6orYb5ZFadXkGAtmSlY2TM,neutral,-0.0062,neutral,0.6979,neutral,589.0,0.5789,195.0,193.0,22.0
it's okay not to be okay - charmy pham.mp3,5MwFbXfWS23bL6whrLmVH9,neutral,-0.0014,positive,0.8886,neutral,354.0,0.3672,127.0,111.0,21.0
khóc ở trong club - hiền hồ -.mp3,6yrjeQe3QWooqhTzmpfthe,negative,-0.0643,negative,0.9021,negative,275.0,0.3709,78.0,79.0,7.0
không phải anh đúng không - khắc việt -.mp3,5wjb9dtTgurI2G92HhiD33,neutral,0.0047,neutral,0.6368,neutral,296.0,0.2027,94.0,70.0,18.0
kẻ qua đường - tăng phúc -.mp3,5ZLQsBfbX1gmjQ9vA7RiU2,negative,-0.0757,negative,0.8933,negative,282.0,0.383,62.0,79.0,10.0
kẻ ươm hoa ươm mầm - châu khải phong -.mp3,7HbEj4RIue9GsdtRlOy5sw,negative,-0.0662,neutral,0.7738,negative,370.0,0.3243,133.0,104.0,23.0
lies - khoi vu.mp3,5THqsNSIccODsQYiuqHuv5,neutral,-0.0065,positive,0.8251,neutral,178.0,0.6461,95.0,69.0,2.0
life is good - seachains.mp3,7aaetj1zZX474p8NYo7HhO,neutral,0.0038,positive,0.9608,positive,534.0,0.4232,178.0,168.0,28.0
liên khúc câu chuyện đầu năm - cánh thiệp đầu xuân - hoà minzy.mp3,6FRDbx0hlcBCbJgEHPxsO1,positive,0.0734,positive,0.9853,positive,314.0,0.6146,133.0,72.0,35.0
liều thuốc cho trái tim - bảo anh -.mp3,6ChrTfuP953hGRT6djk6Be,negative,-0.0524,negative,0.8087,negative,485.0,0.2763,218.0,129.0,14.0
lost child - kimmese.mp3,5WccW5pO4WtMgFRlWhKIzk,negative,-0.0165,positive,0.8655,negative,336.0,0.497,114.0,105.0,20.0
làm sao giữ - phan mạnh quỳnh -.mp3,74XYwmvmUOKG93YkAKOe0D,negative,-0.0657,positive,0.7936,negative,389.0,0.3342,91.0,112.0,39.0
làm vì yêu - b ray -.mp3,5MMOHKH3UFsHrnMOUXfA6D,negative,-0.0119,neutral,0.9138,negative,483.0,0.4451,187.0,150.0,16.0
lãng du - fbboiz.mp3,5mNZxqGmHXAZbjeMjMNb1e,negative,-0.0235,positive,0.9239,negative,426.0,0.4038,164.0,99.0,29.0
lãng du - mc 12.mp3,5OIXFRTOfqa65R77ZpsIvi,negative,-0.0314,neutral,0.7823,negative,469.0,0.5842,159.0,143.0,32.0
lặng - forest studio.mp3,797o43BwP0TRzaCFNEKL7B,negative,-0.0718,negative,0.7287,negative,273.0,0.3223,81.0,96.0,18.0
malibu - 16 typh.mp3,6ygEb0FQgvT9afmezbfRlG,negative,-0.0195,positive,0.8754,negative,327.0,0.5933,109.0,101.0,29.0
mary wanna (feat. coldzy) - prettyxix.mp3,64jqw0nfoZWzblqbdmunND,positive,0.0102,positive,0.986,positive,231.0,0.6277,95.0,85.0,15.0
may mắn - pjpo.mp3,6dM953QZJhFnVhUsukP911,neutral,0.0,negative,0.9845,negative,172.0,0.3256,36.0,32.0,4.0
"money dream (feat. dlow & strange h) - rap việt - dlow, strange h.mp3",7KfFfxsKznGKdvIE2UewMm,positive,0.0159,positive,0.9837,positive,631.0,0.412,201.0,229.0,17.0
mẹ ơi - myra trần.mp3,5AqxXa0b7QNIOTQDOEqZCe,neutral,-0.0026,positive,0.8781,neutral,404.0,0.4158,147.0,119.0,38.0
một mình có buồn không - forest studio.mp3,5FZcT6tMtVXWQgqqihWCnc,negative,-0.0426,positive,0.8432,negative,419.0,0.3484,122.0,123.0,23.0
ngại ngùng - kha -.mp3,7Dije4wm4mOEMGdWJmLerj,negative,-0.0371,positive,0.8237,negative,198.0,0.5707,67.0,64.0,15.0
no matter - rpt orijinn.mp3,5LPLHj82ZneUEPCDhzgxc4,negative,-0.048,positive,0.8361,negative,396.0,0.4419,82.0,129.0,14.0
nắng mùa hạ - phan mạnh quỳnh -.mp3,5VhxrTJtJJKV9hgkEtulYK,negative,-0.0235,positive,0.8188,negative,328.0,0.4817,88.0,105.0,27.0
nếu - noo phước thịnh.mp3,6zgyPmEgoNIa5ovzUwtNKT,negative,-0.0731,positive,0.9536,negative,335.0,0.2537,103.0,92.0,20.0
nếu em không phiền - t.r.i.mp3,5bx2hYDAE5oWLaIyMmfsmH,neutral,0.0003,positive,0.8889,neutral,407.0,0.4398,106.0,139.0,21.0
nếu em muốn chia tay - châu khải phong.mp3,5UcK7lFWxcSoS12IYquAmF,negative,-0.06,neutral,0.707,negative,346.0,0.289,111.0,95.0,23.0
nếu không gì thay đổi - the fillin.mp3,5G0ctsxJRd7NYX5TCcK0YY,negative,-0.0575,neutral,0.6582,negative,371.0,0.4151,125.0,97.0,26.0
nếu không vui đã là sai rồi - the masked singer.mp3,5PXABY0It3Ir02d5fqiykR,negative,-0.0268,positive,0.8014,negative,251.0,0.2988,45.0,43.0,25.0
nỗi buồn mẹ tôi - phương mỹ chi.mp3,7p1F1dlJdhwjadYBwAMEEp,negative,-0.0652,negative,0.8693,negative,336.0,0.3839,131.0,102.0,17.0
nỗi nhớ lặng im - quang hùng masterd.mp3,5mplTvm3lneg17MfQkBWiw,negative,-0.0823,neutral,0.8834,negative,141.0,0.8369,41.0,34.0,16.0
nỗi đau giữa hòa bình - pham dinh thai ngan.mp3,5kRrnbJoQ9ao9I1upKzm0g,neutral,-0.008,positive,0.7303,neutral,351.0,0.3647,120.0,98.0,12.0
nở hoa - thùy chi.mp3,6K7UEv3Eqa0jc0b1noBRZ6,negative,-0.027,positive,0.9873,negative,296.0,0.4257,72.0,67.0,30.0
nụ cười biệt ly - ngọc sơn.mp3,7rwy5hcvC0LaoTly77UIUs,positive,0.0192,positive,0.9532,positive,237.0,0.2068,110.0,62.0,20.0
nụ cười không vui - orange.mp3,6oGnncoIspbXAeszUZvXth,negative,-0.0388,neutral,0.7233,negative,344.0,0.4709,109.0,100.0,29.0
nụ cười nàng - pjnboys.mp3,78WylSrRelbVrgMx6Kq6ZC,neutral,0.0051,positive,0.9789,positive,496.0,0.3427,164.0,178.0,22.0
nứt - human concert 2020 - tùng dương.mp3,6ow5JZLwTeMlky1r0C1GcZ,positive,0.0149,positive,0.9788,positive,585.0,0.3248,301.0,254.0,3.0
nửa đêm ngoài phố - phương phương thảo.mp3,6vUtBDYEjdE16Tldtoj2J7,negative,-0.0471,negative,0.7837,negative,260.0,0.4077,76.0,95.0,12.0
ok anh đúng - orange.mp3,6191AG7I4MkMcm6LbqfQun,positive,0.0273,positive,0.8703,positive,414.0,0.343,104.0,105.0,60.0
on my way (feat. strange h & kymleez) - rap việt.mp3,7flr8Tgnc16r4f5AV2vTYH,negative,-0.0137,positive,0.9464,negative,328.0,0.4024,171.0,123.0,15.0
otđ for life! (feat. lăng ld) - rap việt.mp3,7aWWKuWMTHQwBUHnifrSty,neutral,0.0043,positive,0.9482,neutral,434.0,0.5369,128.0,170.0,22.0
on stream - qnt.mp3,5riE1Yid8CZQt5PGinsoJz,neutral,0.0069,positive,0.9541,positive,461.0,0.4599,145.0,163.0,17.0
over you - tiên tiên.mp3,5O4lq5737E6zW6CkLQicU2,negative,-0.0281,positive,0.8927,negative,299.0,0.2943,95.0,79.0,8.0
pháo hoa - gill.mp3,6TYY1Ojt0Vhp8NBOjzFj2K,neutral,-0.0018,positive,0.9881,positive,328.0,0.3963,110.0,87.0,16.0
phũ phàng - kidsai.mp3,6fiN8A10B9LDcV0Gcfz76W,negative,-0.0136,negative,0.9753,negative,154.0,0.3961,58.0,53.0,9.0
put you in a song - don raemo.mp3,5yC1a15A0KANgQkDJ5cS61,neutral,0.0059,positive,0.8955,neutral,375.0,0.5093,130.0,93.0,15.0
personal - vũ thanh vân.mp3,7MIi9ZomoXFsVsfiCz8qVu,negative,-0.0292,positive,0.7121,negative,446.0,0.37,155.0,157.0,14.0
phai - the masked singer.mp3,5ARkDk6GNhkUSLFpdGIdBl,negative,-0.0202,negative,0.9784,negative,239.0,0.3975,75.0,79.0,18.0
phai - vũ cát tường.mp3,7CGBFbqaDa1LYv5WAwf6F8,neutral,-0.0045,negative,0.9234,neutral,261.0,0.3257,83.0,86.0,5.0
phao cứu sinh - charmy pham.mp3,7EM0FVSi70G5FlMRknvdOn,negative,-0.0187,neutral,0.796,negative,336.0,0.3274,103.0,84.0,26.0
phi lên đường - prettyxix.mp3,5nUvpYahNlIfTSBuvSvV9U,neutral,0.0042,positive,0.8144,neutral,348.0,0.4914,114.0,98.0,18.0
phía sau một cô gái - trương thế vinh.mp3,5lxUkTzgIcyMRFvaxw49tO,negative,-0.0564,positive,0.8589,negative,273.0,0.4322,69.0,67.0,28.0
phòng 663201 - the flob.mp3,6Wsn7kzyGrd1IVi6X4f0tU,negative,-0.0285,neutral,0.7381,negative,591.0,0.2809,192.0,165.0,20.0
phóng xe đêm - hiền hồ -.mp3,7mWGR6o9bTZHCX7xkgTAE9,negative,-0.0195,negative,0.8457,negative,271.0,0.3616,89.0,80.0,16.0
phôi phai - noo phước thịnh.mp3,7dmWR9KDFU1NXDHfm4R2ix,negative,-0.031,positive,0.7268,negative,297.0,0.3737,95.0,88.0,21.0
phút cuối - phương phương thảo.mp3,7nKimtXX9qGnahxOoraoo1,positive,0.012,neutral,0.9255,positive,117.0,0.7778,29.0,37.0,8.0
phải đành quên thôi - the men.mp3,5Sh2L7uOhtwSAL3KTpVXsK,negative,-0.0513,positive,0.9763,negative,129.0,0.7287,41.0,37.0,5.0
phản bội chính mình - quân a.p - vương anh tú.mp3,7MNF1I8Wvk0Bkbc737mIjS,negative,-0.0663,negative,0.8135,negative,285.0,0.407,75.0,102.0,16.0
phố mùa đông - phương phương thảo.mp3,6ZIMadf3D4hBRChQdb2bv1,negative,-0.0992,neutral,0.7193,negative,120.0,0.6833,51.0,41.0,7.0
phồn hoa - bùi anh tuấn.mp3,79Y2o9xy9cyhACefKTeYPg,negative,-0.0428,negative,0.7678,negative,286.0,0.3566,108.0,78.0,16.0
phở - only c.mp3,6uku0yfVrVIbf9AI4ixjgm,negative,-0.0525,positive,0.9862,negative,406.0,0.3325,132.0,141.0,27.0
please tell me why - tăng phúc.mp3,6BZlqrg17Cu426v7ruPFVO,positive,0.0142,positive,0.8128,positive,495.0,0.3313,187.0,196.0,6.0
qua những tiếng ve - tofutns.mp3,72sXgbdFh7Niex3ga7nOjq,negative,-0.0268,positive,0.8628,negative,601.0,0.4592,199.0,186.0,38.0
quan trọng là thần thái - thanh hưng.mp3,5KvvRBKccTNSFYP9DXBGyZ,positive,0.0108,positive,0.9081,positive,389.0,0.2596,82.0,135.0,35.0
