title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error
Vợ Tuyệt Vời Nhất 2,Vũ Duy Khánh,ACV,single,7.0,2022-03-11,"v-pop, vinahouse, vietnamese bolero, vietnamese lo-fi",5U4qfpzLSOgMx476JTs9q1,7MsHVZKh1TeKgGqm65kZnY,0.0,vợ tuyệt vời nhất 2 - vũ duy khánh.mp3,OK,OK
Vợ Yêu,Anh Quân Idol,,single,17.0,2024-04-19,"vinahouse, vietnamese lo-fi, v-pop",6GIEPOLcdwiDHKvhcyBUJl,0jF7Zlz8P5p74zcH7YwcMU,0.0,vợ yêu - anh quân idol.mp3,OK,OK
Vợ tuyệt vời nhất,Vũ Duy Khánh,,album,37.0,2015-01-01,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",0RkE6jaNtGvzRdYwu39uwP,7MsHVZKh1TeKgGqm65kZnY,1.0,vợ tuyệt vời nhất - vũ duy khánh.mp3,OK,OK
Vợ yêu,Vũ Duy Khánh,,album,30.0,2015-01-01,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",6VfGZjd8dTRmLrO2KAFoGc,7MsHVZKh1TeKgGqm65kZnY,1.0,vợ yêu - vũ duy khánh.mp3,OK,OK
Vụn,Nuwie,Kevindauroi,album,22.0,2025-11-01,"v-pop, vietnam indie",1Rz2Z975bTSbMxF3enQAqp,3TYA4QzDYPiyR6BNirJnep,0.0,vụn - nuwie.mp3,OK,OK
Vứt Zác,tlinh,Low G,single,27.0,2020-07-03,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5uWr3P561ArbhKyVMrEPWt,3diftVOq7aEIebXKkC34oR,0.0,vứt zác - tlinh.mp3,OK,OK
VỪA HAY THỨC GIẤC,Phạm Kỳ,StillaD,single,6.0,2025-08-09,"vinahouse, v-pop",3HmTBYZI5cXyrjhyof4suh,3yCPgp6ckDEqBUQnybWeTm,0.0,vừa hay thức giấc - phạm kỳ.mp3,OK,MISSING
Vừa,Thịnh Suy,,single,41.0,2025-03-05,"v-pop, vietnam indie, vietnamese lo-fi",4rdyfofg2tprbfjPt7pgsz,2xK6qcvfXuFFbU0NL95aeo,0.0,vừa - thịnh suy.mp3,OK,OK
Vừa Lòng Nhau Chưa,Thành Đạt,"DICKSON, Lê Chí Trung",single,18.0,2025-08-06,"vinahouse, v-pop",1f9ysIXLURcvP6eTnHsgXu,2ipMqlG0XTQbUbu7W0FnBm,0.0,vừa lòng nhau chưa - thành đạt.mp3,OK,OK
Vừa Tìm Thấy Đã Đánh Mất,Wren Evans,itsnk,album,58.0,2026-01-05,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",66LE366537RxmOur0DcGFH,5M3ffmRiOX9Q8Y4jNeR5wu,1.0,vừa tìm thấy đã đánh mất - wren evans - itsnk.mp3,OK,OK
Vừa Đi Vừa Khóc,GiGi Hương Giang,KayC,single,34.0,2023-06-20,"vietnamese hip hop, v-pop, vietnam indie",3ttanhJroW9j7BFKIsZX6F,3EkXXkwTWhJpPDJR4ME3D8,1.0,vừa đi vừa khóc - kayc.mp3,OK,OK
Vực Thẳm Của Bình Yên,Jack - J97,,single,53.0,2025-06-26,"v-pop, vinahouse, vietnamese lo-fi",6O7qAKr3OBNcQVSRMs0USA,3KJopZ2uUclqEtLxQg0FNn,1.0,vực thẳm của bình yên - jack - j97.mp3,OK,OK
"WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","ANH TRAI ""SAY HI""","HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac",album,44.0,2024-08-26,"v-pop, vietnamese hip hop",0RKggS4he8LozKqMv09IrM,4wZ6awunqaaVLl5j0WpDFu,1.0,"walk (feat. hurrykng, hieuthuhai, negav, pháp kiều & isaac) - anh trai say hi - hurrykng, hieuthuhai, negav, pháp kiều, isaac.mp3",OK,OK
WANYU,kidsai,"Benly, nVu",album,31.0,2025-11-13,"v-pop, vietnamese hip hop, vietnam indie",6UzdSf9u3pTkiqotDMSopE,6kkA6laUMR0hzML9YY98CQ,0.0,wanyu - kidsai.mp3,OK,OK
WASTED,Coldzy,,album,29.0,2024-06-03,"vietnamese hip hop, v-pop, vietnam indie",4Cz8SUgqPIH2qIpcJYBYnG,401ikVSob52311M6Fwnunt,0.0,wasted - coldzy.mp3,OK,OK
WE BELONG TOGETHER,"EM XINH ""SAY HI""","Miu Lê, Juky San, Dương Domic, Lyly, DANMY",single,46.0,2025-06-23,v-pop,0tzMqBkDlDMqKKYfw2zvQS,1I5CkmtLVWLUygTT3cLr5X,1.0,we belong together - em xinh say hi.mp3,OK,OK
"WE LIT THE SHOW (feat. Thái Lê Minh Hiếu, Cường Bạch, Lâm Anh, Long Hoàng, LEZII, SWAN, Đức Duy, Phúc Nguyên, Phi Long, Hồ Đông Quan, Duy Lân, Wonbi & lighT)",Show It All Vietnam (Tân Binh Toàn Năng),"Thái Lê Minh Hiếu, Cường Bạch, Lâm Anh, Long Hoàng, LEZII, SWAN, Đức Duy, Phúc Nguyên, Phi Long, Hồ Đông Quan, Duy Lân, WONBI, lighT",single,37.0,2025-08-03,v-pop,1ZHxNTbduI15y1qwsqNcQc,4SiNg3BrvdFycwTlO6HGKN,1.0,we lit the show - show it all vietnam (tân binh toàn năng).mp3,OK,OK
"WE REBEL (feat. Blacka, Mai Âm Nhạc, Dickator, B-Wine, Hale & Kriss Ngo)",SBTC,"Blacka, MAYonair, Dickator, B-Wine, Hale, Kriss Ngo",single,15.0,2022-10-15,"vietnamese hip hop, v-pop, vietnam indie",5CKiGBZ4aPWdHdAR3L0OQ0,5LqNCuxNoOh6ntffDsQIgn,0.0,"we rebel (feat. blacka, mai âm nhạc, dickator, b-wine, hale & kriss ngo) - sbtc.mp3",OK,OK
WEBACK,XOLITXO,"VCC Left Hand, MINHPHAM",album,10.0,2025-02-27,"vietnamese hip hop, v-pop, vinahouse",359Qmjwex8kSe2SRLMoOiz,0EEcEHFjh4q0m1Dif55qIB,0.0,weback - xolitxo.mp3,OK,MISSING
WHY,GUrbane,Lowridaz,single,34.0,2026-01-15,"v-pop, vietnamese hip hop, vinahouse",5lB4NzoIBl8ujhvjfjWXbY,5SdxHHfstcRfGIxOw1ghSN,1.0,why - gurbane.mp3,OK,OK
WHY DO SO ?,gung0cay,"HURRYKNG, FlowZ",album,24.0,2025-06-07,"v-pop, vietnamese hip hop",63fETYVKMfLMKUJvn44cRW,1Z3xp9Er70GeoUjeB77vJc,0.0,why do so  - gung0cay.mp3,OK,OK
WINNER (feat. BILLY100 & MANBO),RAP VIỆT,"BILLY100, MANBO",single,27.0,2024-11-04,"vietnamese hip hop, v-pop",1gE6DHrk7X1OAPkPX2t49d,1cPpd989kghzlZqfpP4KwL,0.0,winner (feat. billy100 & manbo) - rap việt.mp3,OK,OK
WREN EVANS,Bluebby,VCC Left Hand,album,15.0,2025-05-02,"vietnamese hip hop, v-pop, vinahouse",5QkAC4sZiLibRKbEe4yH92,3Wu8pfRw3TIyGOFheyowaZ,0.0,wren evans - bluebby.mp3,OK,OK
Waiting For You,MONO,Onionn.,album,52.0,2022-08-18,"v-pop, vietnamese hip hop, vinahouse",6GICR3XCKLGs1llkGTo17f,5jTFNkoZebPnX90CbB3F2A,1.0,waiting for you - mono.mp3,OK,OK
Wake Up In The Sky,Wxrdie,,album,16.0,2021-12-21,"vietnamese hip hop, v-pop",0OVc71I3kLo8NTp7A8enF1,1Jmkhzve9TuXHUUWGmpANw,0.0,wake up in the sky - wxrdie.mp3,OK,OK
Walk On Da Street,16 Typh,16 BrT,single,28.0,2021-04-06,"vietnamese hip hop, v-pop, vinahouse",0KGxrZ5cCLgq459F03sM2p,5U1dINFKjJlYNOSdMrHlRh,0.0,walk on da street - 16 typh.mp3,OK,OK
Walk Walk - Theo Chân Em Bước - The New Mentor,Hồ Ngọc Hà,,single,10.0,2023-10-13,"v-pop, vinahouse",4LfwY9VHY6DlU5yxW7llsZ,24Wn81dwdDeTCuB1BWGoVJ,0.0,walk walk - theo chân em bước - the new mentor - hồ ngọc hà.mp3,OK,OK
Wasted,Pixel Neko,Minsicko,album,10.0,2025-12-12,"vietnamese hip hop, v-pop",0ZiAwtZmikX1esMvlQm9oY,6lKBdKySIpWUb4tA7hYzU7,0.0,wasted - pixel neko.mp3,OK,OK
We Don't Know Everything,Seachains,Dan Tran,album,43.0,2025-09-18,"v-pop, vietnamese hip hop, vinahouse",1xmkZ0eO7DPKVgfemDpdz7,6UiKZD9yB7Gxjol62s431k,1.0,we don't know everything - seachains.mp3,OK,OK
"We Go Hard (feat. JustaTee, Karik, BigDaddy, Andree Right Hand, Suboi, B Ray & Thai VG)",RAP VIỆT,"JustaTee, Karik, BigDaddy, Andree Right Hand, Suboi, B Ray, Thai VG",album,35.0,2023-05-28,"vietnamese hip hop, v-pop, vietnam indie",1HWa2i5mZzs2VImVqwwfuI,1cPpd989kghzlZqfpP4KwL,0.0,"we go hard (feat. justatee, karik, bigdaddy, andree right hand, suboi, b ray & thai vg) - rap việt.mp3",OK,OK
We Think Too Much,PAR SG,New$oulZ,single,24.0,2022-03-31,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",6Tw0gMEnxLZJKQFSc8o7b8,5yE1xvNIbuEB2kkopCuCVY,0.0,we think too much - par sg.mp3,OK,OK
Wedding cake,Winno,Youngboi Heily,album,16.0,2024-02-14,"vietnamese hip hop, v-pop, vietnam indie",546DI0LOB02YhQFbLPiyXC,23UOCFmQtFKvx2mFufMoJB,0.0,wedding cake - winno.mp3,OK,OK
Welangtune,LT Midside,7dnight,single,17.0,2022-01-10,"vietnamese hip hop, v-pop",4EPX730eoJ6SlXq7mRqdYi,50OfeNlZcOMffMzBpfDCTL,0.0,welangtune - lt midside.mp3,OK,OK
Welcome Home,LYHAN,,album,41.0,2025-11-11,v-pop,28Q2DhE8F0gUAO0rvhLp5x,70swmqj7c3SHkkdf2SrSUy,0.0,welcome home - lyhan.mp3,OK,OK
"What Love Is… (feat. RPT Gonzo, Thành Draw & Binz)",RAP VIỆT,"Gonzo, Thành Draw, Binz",album,23.0,2020-11-16,"vietnamese hip hop, v-pop",3OKyAD1Z2dJhxMJQFW4YJs,1cPpd989kghzlZqfpP4KwL,0.0,"what love is… (feat. rpt gonzo, thành draw & binz) - rap việt.mp3",OK,OK
What chu lookin for (feat. NVM),Liu Grace,NVM,single,14.0,2021-01-31,"v-pop, vietnamese hip hop",3L1cfCsV0yFFMbUEr3aYBt,5DTQVDm1qjLUoAGC8v85c3,0.0,what chu lookin for (feat. nvm) - liu grace.mp3,OK,MISSING
When I'm Gone,Lamoon,,album,42.0,2025-09-04,v-pop,5Ov59KSL4FPruAFR8UXZPB,5kT9ftAJylK1roRMcdcsw2,1.0,when im gone - lamoon.mp3,OK,OK
When You Look at Me (feat. Seachains),Obito,Seachains,single,50.0,2019-12-23,"v-pop, vietnamese hip hop, vietnam indie",1bS5PtDiZc9xEgo8BmDzyK,0ZbgKh0FgPYeFP38nVaEGp,1.0,when you look at me (feat. seachains) - obito.mp3,OK,OK
Where U Аt,Andree Right Hand,JC Hưng,single,50.0,2016-02-21,"vietnamese hip hop, v-pop, vinahouse",5csqefpbgSkfWxB98X6gKJ,4grjJqg7iwQ8RKHs8d9Snh,1.0,where u аt - andree right hand.mp3,OK,OK
Where's My UFO?,The Fillin,Changg,single,8.0,2022-04-10,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",2jPoW5nVQI60NOg0w5jAlx,5W890TKSqnIFLIULvfkAzW,0.0,where's my ufo - the fillin.mp3,OK,OK
White Whisky (Drunk ver),Táo,,single,36.0,2025-12-16,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",1IBKiGjDTam1nf6LB2PYPj,23xCr75lKvnFvKi8ImHE7S,0.0,white whisky (drunk ver) - táo.mp3,OK,OK
Who,Chillies,,single,29.0,2018-10-06,"v-pop, vietnam indie, vietnamese hip hop",4fpd6aRKixkz7usrx7QQkh,2xvW7dgL1640K8exTcRMS4,0.0,who - chillies.mp3,OK,OK
Why not?,Trúc Nhân,,single,17.0,2022-12-23,"v-pop, vietnam indie",1a6BtlrFSkY788KoW2heXR,1dmaHHd1Xbd85cT1egYb4w,0.0,why not - trúc nhân.mp3,OK,OK
Window Shopper,HURRYKNG,,single,41.0,2022-11-09,"v-pop, vietnamese hip hop",15ZnCOpt1Qu6wajJcQwoJM,5ulyphh5uJrH4Gb1JpSMkV,1.0,window shopper - hurrykng.mp3,OK,OK
Wish,GDucky,,single,27.0,2023-11-09,"vietnamese hip hop, v-pop",3r5YRUJ7LmMnctQRdk3n5w,3T3DOlgOEkr243zdzFCrXW,0.0,wish - gducky.mp3,OK,OK
Wishlist,Wxrdie,,album,22.0,2021-12-21,"vietnamese hip hop, v-pop",7z9a3gNRNQ7XRPH8GlZYOR,1Jmkhzve9TuXHUUWGmpANw,0.0,wishlist - wxrdie.mp3,OK,OK
Wonderful (feat. 2pillz & Timoji),prettyXIX,"2pillz, Timoji",album,19.0,2025-11-06,"vietnamese hip hop, v-pop, vietnam indie",766JQ6oPxyFjcPJtAe1j1A,28XrDF0G35BpyybcGaQTzU,0.0,wonderful (feat. 2pillz & timoji) - prettyxix.mp3,OK,OK
Worse Side,Tuimi,,album,18.0,2023-09-27,"vietnamese hip hop, v-pop, vietnam indie",5AjJbOxoWRaceok3kBd3yg,2dP2cG3zK05Y1jtb8Kwdpm,0.0,worse side - tuimi.mp3,OK,OK
Worthless,Haukong,VCC Left Hand,single,7.0,2022-04-01,"vietnamese hip hop, v-pop, vinahouse",3PaiLH8DLZ6JMB0lcJeaQz,0UyTscBfKB6ILapfawqhFB,0.0,worthless - haukong.mp3,OK,OK
Wrong Times,Puppy,Dangrangto,single,68.0,2023-05-17,"v-pop, vietnamese hip hop",3uT8QfoX0BE8ZJa4h98LDW,2dC1IBU9NOD9xsQJ5RE7j7,1.0,wrong times - puppy.mp3,OK,OK
XA (CHỜ ĐẾN MÙA GIÓ) - Bản Giao Mùa,Tùng,,single,32.0,2024-10-23,"vietnam indie, v-pop",6ULOwo2pPwkUHcicipdTfR,1TdtsDVivxc6PpkQdNuXdR,0.0,xa (chờ đến mùa gió) - bản giao mùa - tùng.mp3,OK,OK
XEM NHƯ,Tăng Phúc,Trương Thảo Nhi,single,33.0,2025-12-10,"v-pop, vietnamese lo-fi, vinahouse",6IcIXs6POt3vUfgCMM3d3K,5TSjLaWHQ69GaALubAM7gR,0.0,xem như - tăng phúc.mp3,OK,OK
XEM NHƯ EM CHẲNG MAY (feat. Vũ Thảo My & Ogenus),OUR SONG VIETNAM,"Vũ Thảo My, OgeNus",single,9.0,2024-10-22,"v-pop, vietnamese hip hop",6480GmNVlAxoimKwRbjsls,6HfU0edqFmEwV87kq0D9TJ,0.0,xem như em chẳng may (feat. vũ thảo my & ogenus) - our song vietnam.mp3,OK,OK
XIN NGƯỜI CHỚ ĐỪNG,Xesi,,single,14.0,2023-04-13,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",26NwzaW4JnDbRGBZPKX2N1,44ZNcW1ZSGB9oqX1ALnriH,0.0,xin người chớ đừng - xesi.mp3,OK,OK
XINH ĐẸP EM CÓ QUYỀN (feat. QueenB & Saabirose),RAP VIỆT,"Queen B, Saabirose",single,22.0,2024-11-11,"vietnamese hip hop, v-pop",2MhDZdgGgUvRmKK8XESGSv,1cPpd989kghzlZqfpP4KwL,0.0,xinh đẹp em có quyền (feat. queenb & saabirose) - rap việt.mp3,OK,OK
XTC (Xích Thêm Chút),Rapital,"Groovie Lã Thắng, RPT Orijinn, RPT JasonDilla",single,40.0,2021-06-21,"vietnamese hip hop, v-pop, vietnam indie",36FjESIK3cc1DKZCUCXJIq,0wqus4nTxIoJvLZLwBt8Df,1.0,xtc (xích thêm chút) - rapital.mp3,OK,OK
Xa,Ronboogz,,single,44.0,2023-01-09,"v-pop, vietnamese hip hop, vietnam indie",5aKFKBd09C9QKkysN89DAq,0dBcEvEklr1jx4uZuhFX5e,1.0,xa - ronboogz.mp3,OK,OK
Xa (Chờ Đến Mùa Gió),Tùng,,album,45.0,2020-10-30,"vietnam indie, v-pop",4HpD8d3pFEDmiMTZQ8aiWc,1TdtsDVivxc6PpkQdNuXdR,1.0,xa (chờ đến mùa gió) - tùng.mp3,OK,OK
Xa Em,Noo Phước Thịnh,,album,25.0,2012-11-24,"v-pop, vinahouse",4wciZPm1ttPWAySAGIu8E3,3mibIJiduF0MVLLAvHZAxw,0.0,xa em - noo phước thịnh.mp3,OK,OK
Xa Em,Thanh Hưng,,single,32.0,2025-06-06,"v-pop, vinahouse",37zRN1vtKBGw5KD3pP4VmR,14W31zJumZnGDgZuPXclTJ,0.0,xa em - thanh hưng.mp3,OK,OK
Xa Em Kỷ Niệm,Phan Mạnh Quỳnh,,album,25.0,2013-09-15,"v-pop, vietnam indie, vietnamese lo-fi",6ASGcnuK3cfXkarDyyhslf,0aNyWetkjBvIdZvJY00yEa,0.0,xa em kỷ niệm - phan mạnh quỳnh.mp3,OK,OK
Xa Mặt Chẳng Cách Lòng,A.C Xuân Tài,Bảo Trâm Ryy,single,13.0,2025-12-24,"v-pop, vietnam indie, vietnamese hip hop",6mpX2qZaLl85XoRfbbyOE2,4cXmPRr3FNM39g79G2IovE,0.0,xa mặt chẳng cách lòng - a.c xuân tài.mp3,OK,OK
Xa Nhau Cả Hai Đều Buồn,D Blue,"Tăng Duy Tân, MC Wiz",single,43.0,2020-12-01,"v-pop, vinahouse, vietnamese lo-fi",7m9OWpPMOfyT5i4ivTsunB,7JRDlOAUMJuLKmapm6H2VG,1.0,xa nhau cả hai đều buồn - d blue.mp3,OK,OK
Xa Rồi Còn Đâu (feat. Đặng Tuấn Vũ),Nguyenn,Đặng Tuấn Vũ,single,10.0,2021-07-20,"v-pop, vietnam indie",3yhxLwUyQHGiXINPoJ05fX,0FflNqUFk4ODtAZuVuqgou,0.0,xa rồi còn đâu (feat. đặng tuấn vũ) - nguyenn.mp3,OK,OK
Xa Rồi Mùa Đông,Phương Phương Thảo,,album,22.0,2021-06-15,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop",4blFLXPcOXyHQkcZvtu3Go,5KGgAxYWMoCJduQhLpIH4v,0.0,xa rồi mùa đông - phương phương thảo.mp3,OK,OK
Xa Thành Phố,Ricky Star,,single,21.0,2021-05-11,"vietnamese hip hop, v-pop, vietnam indie",6nie3kKBNz1wnKa6BeOSb5,4jQZaxfgwiUJFQagCyZNV4,0.0,xa thành phố - ricky star.mp3,OK,OK
Xa Vắng,Bảo Anh,,single,19.0,2021-07-15,"v-pop, vietnam indie, vietnamese bolero",7iEzCauDeY1iWSo4jaUJnR,4fCHhderLwLacsIOIKgu3J,0.0,xa vắng - bảo anh -.mp3,OK,OK
Xa Vắng,Phan Duy Anh,,single,15.0,2024-09-04,"vinahouse, v-pop, vietnamese bolero",2d1fBLgjKJMvsSxgKNCfKT,2ldAFJhpkWvdSsgDR4EkJE,0.0,xa vắng - phan duy anh.mp3,OK,OK
Xanh,Ngọt,,album,44.0,2016-03-16,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",7vyRxHk6QcuvexB9vXmhlV,0V2DfUrZvBuUReS1LFo5ZI,1.0,xanh - ngọt.mp3,OK,OK
Xanh Mãi,Hà Anh Tuấn,,album,6.0,2021-04-01,"v-pop, vietnam indie",69917e64NYkYB8qqWUuaCK,3FwYnbtGNt8hJfjNuOfpeG,0.0,xanh mãi - hà anh tuấn.mp3,OK,OK
Xe Đạp,Thùy Chi,,album,40.0,2017-09-25,"v-pop, vietnam indie, vinahouse, vietnamese hip hop",2iTzIxM3EcXXnWYyqnwbZ6,0l3YAI1xmZKCZBzduST5ft,1.0,xe đạp - thùy chi.mp3,OK,OK
Xem Như Chưa Từng,Khả Hiệp,,single,7.0,2025-06-08,"vinahouse, v-pop",5T9FKeYgQjyD9wbCuOQJ5q,3Ess3HrOUbKlRvQoGA1xT7,0.0,xem như chưa từng - khả hiệp.mp3,OK,OK
Xem Như Tôi Từng Cưới Được Cô Ấy - Ballad,Beta Music,PhongG,single,25.0,2026-01-12,"v-pop, vietnamese lo-fi, vinahouse",3mUZ8puDSzLtDD4HECmzpT,3gCBwGyvRz4OXwCZ1QHHzF,0.0,xem như tôi từng cưới được cô ấy - ballad - beta music.mp3,OK,OK
Xem Pháo Hoa,Vũ Thanh Vân,,single,23.0,2022-01-30,"vietnam indie, v-pop",1qE9pqh2G4RmmBwUgoKL2h,5ptgjFDE2abY6Xwo4ytufN,0.0,xem pháo hoa - vũ thanh vân.mp3,OK,OK
Xin,Táo,,album,25.0,2021-05-05,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",6tkHaG3Ih6GI8rw1g9ziOx,23xCr75lKvnFvKi8ImHE7S,0.0,xin - táo.mp3,OK,OK
Xin,Đạt G,"B Ray, Masew",single,33.0,2018-03-25,"v-pop, vietnamese hip hop, vinahouse, vietnam indie, vietnamese lo-fi",6ZOSnSPsikHK5doe6crA02,4R3mugkUqCALXgkwSptTbg,1.0,xin - đạt g.mp3,OK,OK
Xin (buonhonmotchut) (feat. Goddy),Táo,,album,15.0,2025-05-11,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",5NvEFd9sbI9ChWUVAS8ZYB,23xCr75lKvnFvKi8ImHE7S,0.0,xin (buonhonmotchut) (feat. goddy) - táo.mp3,OK,OK
Xin Anh Đừng,Emily,"LK, JustaTee",single,47.0,2013-03-23,"v-pop, vietnamese hip hop, vietnam indie",4Q9Vi3NqzpmGHImi6EWR5M,2XKlSkrslCs0egLOvSB4Ul,1.0,xin anh đừng - emily.mp3,OK,OK
Xin Anh Đừng,Đông Nhi,,single,35.0,2017-04-14,v-pop,5FzOfxYlPNxiCJNtB01nOu,6JTiPLdbZD2e0tDsN15U1s,1.0,xin anh đừng - đông nhi.mp3,OK,OK
Xin Cho Mãi Yêu,Khắc Việt,,single,9.0,2020-01-01,"v-pop, vinahouse, vietnamese bolero",62ejkPWxfIAoWfuNc3AsHB,7luDDYsfkSivBsoTz3BKMq,0.0,xin cho mãi yêu - khắc việt.mp3,OK,OK
Xin Cho Tôi,Ngọt,,album,32.0,2018-01-01,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",5N1vjeDjkzhZ8HJ3JfQL49,0V2DfUrZvBuUReS1LFo5ZI,1.0,xin cho tôi - ngọt.mp3,OK,OK
Xin Em,Bùi Anh Tuấn,,album,39.0,2016-09-15,v-pop,7Exn4fxCDYXmx4eyiSbdA0,2Gvp79Cmni6PX13CAlSGex,1.0,xin em - bùi anh tuấn.mp3,OK,OK
Xin Hãy Quên Anh,Trịnh Thăng Bình,,album,5.0,2024-05-11,"v-pop, vinahouse",1NHxgRhuIRL8ovaAiFH6YV,4co1OIKlUOsNNVJFSZzO9N,0.0,xin hãy quên anh - trịnh thăng bình.mp3,OK,OK
Xin Lỗi,B Ray,,album,36.0,2017-10-20,"vietnamese hip hop, v-pop",7Bh7fA75NBIVB9NtMs6KeG,1WvNgEoB66jmHodcj15Zi9,1.0,xin lỗi - b ray.mp3,OK,OK
Xin Lỗi,Hà Anh Tuấn,Tuấn Ngọc,album,30.0,2023-12-19,"v-pop, vietnam indie",1h7b3ERRtyf9xo0hqBvXg5,3FwYnbtGNt8hJfjNuOfpeG,0.0,xin lỗi - hà anh tuấn.mp3,OK,OK
Xin Lỗi,Nguyên Hà,,single,42.0,2019-04-09,"v-pop, vietnam indie",5O6Cs59dZvrAry7wovkgqm,5Ib3D8UtLdYZjhVNWzwfoH,1.0,xin lỗi - nguyên hà.mp3,OK,OK
Xin Lỗi,Thắng,,album,50.0,2023-04-30,"vietnam indie, v-pop, vietnamese hip hop",1K3CXUYKhLYN7koLW5WQjX,1oD9fKbb7qQ2nhn9JJC24F,1.0,xin lỗi - thắng.mp3,OK,OK
Xin Lỗi Em,Noo Phước Thịnh,,album,27.0,2012-11-24,v-pop,3OhPOAYHKebr4pQPgH6K2c,3mibIJiduF0MVLLAvHZAxw,0.0,xin lỗi em - noo phước thịnh -.mp3,OK,OK
Xin Lỗi Người Anh Yêu,Châu Khải Phong,,album,30.0,2025-05-15,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero",6nSE2AZ7kU2SC4Tv2pQqED,1RZSSA978w2tUKtXqC6XGZ,0.0,xin lỗi người anh yêu - châu khải phong.mp3,OK,OK
Xin Lỗi Vì Đã Theo Đuổi Em,Vương Anh Tú,,album,16.0,2026-01-08,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",6ZkCIV4cRGIBEWNvo4Fg8H,3OeYidiG0MAcGmiSwTHZf6,0.0,xin lỗi vì đã theo đuổi em - vương anh tú.mp3,OK,OK
Xin Lỗi Vì Đã Xuất Hiện,Thanh Hưng,,single,43.0,2025-10-19,"v-pop, vinahouse",1yeHV8EVa4BgrXy6bYQuT3,14W31zJumZnGDgZuPXclTJ,1.0,xin lỗi vì đã xuất hiện - thanh hưng.mp3,OK,OK
Xin Lỗi Vì Đã Xuất Hiện,Vũ Duy Khánh,,single,48.0,2023-01-07,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",6x3n9TJp9bDaiYW3h6sRXB,7MsHVZKh1TeKgGqm65kZnY,1.0,xin lỗi vì đã xuất hiện - vũ duy khánh.mp3,OK,OK
Xin Lỗi Vì Đã Yêu Nhau,Nguyên Hà,,single,20.0,2021-04-12,"v-pop, vietnam indie",48gHhpcANELbfIL8S8WOpH,5Ib3D8UtLdYZjhVNWzwfoH,0.0,xin lỗi vì đã yêu nhau - nguyên hà.mp3,OK,OK
Xin Lỗi Được Chưa,JunDi,PiaLinh,single,18.0,2025-02-10,"v-pop, vietnam indie",0zsp6S5YyLC7ARzzIziuFG,0TMi7gI9TNr3eybX1oTCK2,0.0,xin lỗi được chưa - jundi.mp3,OK,OK
Xin Một Đêm Yêu Em,Thành Đạt,Finn Nguyên Hy,single,27.0,2024-12-13,"vinahouse, v-pop",2WUh3B7LBzLpsqmipDB1qe,2ipMqlG0XTQbUbu7W0FnBm,0.0,xin một đêm yêu em - thành đạt.mp3,OK,OK
Xin Một Đêm Yêu Em 2,Thành Đạt,,single,16.0,2025-09-18,"vinahouse, v-pop",3g0K1jaG3pSlgUwYKdAaXq,2ipMqlG0XTQbUbu7W0FnBm,0.0,xin một đêm yêu em 2 - thành đạt.mp3,OK,OK
Xin Phép Được Cô Đơn,Vũ.,,album,31.0,2019-11-06,"v-pop, vietnam indie, vietnamese lo-fi",72oCp4aPEzavOKd9MkXJuj,57g2v7gJZepcwsuwssIfZs,1.0,xin phép được cô đơn - vũ..mp3,OK,OK
Xin lỗi vợ yêu,Vũ Duy Khánh,,album,8.0,2015-01-01,"v-pop, vinahouse, vietnamese bolero, vietnamese lo-fi",5N8AAJCeRfE7U5ddxcUrQk,7MsHVZKh1TeKgGqm65kZnY,0.0,xin lỗi vợ yêu - vũ duy khánh.mp3,OK,OK
Xin Được Phép,Vang,Lil Zpoet,single,14.0,2022-08-31,"vietnamese lo-fi, v-pop, vinahouse",2rhgT7eLB7QgO2fLsqHlyt,6bvMoywdm3JM1bmVvMngrW,0.0,xin được phép - vang.mp3,OK,OK
Xin Đừng,Vũ Thanh Vân,,single,25.0,2023-09-27,"vietnam indie, v-pop",3IuVqIYbDLs93F4r3lJJHL,5ptgjFDE2abY6Xwo4ytufN,0.0,xin đừng - vũ thanh vân.mp3,OK,OK
